customer_id,gender,age,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST_02756,Male,66,0,No,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),45.07,627.8,Yes
CUST_02757,Male,66,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,40.45,1618.3,No
CUST_02758,Female,31,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,68.23,1224.8,Yes
CUST_02759,Female,55,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.37,2447.0,Yes
CUST_02760,Male,27,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),70.29,3148.57,Yes
CUST_02761,Male,66,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,58.16,3122.31,No
CUST_02762,Male,48,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.97,791.59,No
CUST_02763,Female,59,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.83,1934.5,No
CUST_02764,Male,19,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.3,1428.23,No
CUST_02765,Male,55,0,No,No,33,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),47.53,1569.47,No
CUST_02766,Female,44,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.12,764.72,No
CUST_02767,Female,57,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.44,1068.56,No
CUST_02768,Male,58,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.68,290.92,No
CUST_02769,Male,45,0,Yes,No,17,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.34,680.21,No
CUST_02770,Female,35,1,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.78,737.67,Yes
CUST_02771,Male,56,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,72.62,922.94,No
CUST_02772,Male,44,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.66,300.81,Yes
CUST_02773,Female,31,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),81.28,2578.58,No
CUST_02774,Male,31,0,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.38,100.55,No
CUST_02775,Female,22,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.85,381.49,Yes
CUST_02776,Male,37,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.13,952.29,Yes
CUST_02777,Male,61,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.52,860.26,Yes
CUST_02778,Male,47,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),57.77,4036.87,Yes
CUST_02779,Male,37,1,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),56.33,2021.3,Yes
CUST_02780,Male,57,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),32.11,884.51,No
CUST_02781,Male,32,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),59.28,900.05,Yes
CUST_02782,Female,46,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.3,563.81,Yes
CUST_02783,Female,42,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,52.14,1005.69,No
CUST_02784,Female,56,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.21,2306.58,Yes
CUST_02785,Female,21,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,359.24,Yes
CUST_02786,Male,32,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,54.02,1296.01,Yes
CUST_02787,Female,20,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.56,367.21,Yes
CUST_02788,Male,41,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,45.92,407.16,No
CUST_02789,Female,63,0,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,43.9,1976.21,Yes
CUST_02790,Female,37,1,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.81,119.26,Yes
CUST_02791,Female,37,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.24,873.41,Yes
CUST_02792,Female,58,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,66.1,2023.08,Yes
CUST_02793,Female,61,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.5,1578.24,Yes
CUST_02794,Male,43,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,619.66,No
CUST_02795,Male,55,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),44.78,2051.2,No
CUST_02796,Female,28,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,72.57,816.0,No
CUST_02797,Male,65,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.99,1172.06,No
CUST_02798,Female,77,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.14,1808.4,No
CUST_02799,Female,52,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.88,2711.31,Yes
CUST_02800,Male,18,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),64.22,3831.56,No
CUST_02801,Female,36,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),21.16,631.03,Yes
CUST_02802,Female,54,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,51.92,2064.53,Yes
CUST_02803,Female,38,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,64.55,170.3,Yes
CUST_02804,Female,64,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.07,125.0,Yes
CUST_02805,Female,53,0,No,Yes,20,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.6,909.57,Yes
CUST_02806,Female,34,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.31,3319.0,No
CUST_02807,Female,45,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,45.62,20,Yes
CUST_02808,Male,31,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,43.62,1623.31,No
CUST_02809,Male,42,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.77,4360.23,No
CUST_02810,Female,36,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),46.76,1831.98,No
CUST_02811,Male,62,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,57.51,1484.64,No
CUST_02812,Female,76,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,56.85,3852.17,No
CUST_02813,Female,23,1,Yes,No,36,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),32.16,1160.89,Yes
CUST_02814,Male,18,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.7,256.44,Yes
CUST_02815,Female,41,1,No,No,5,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.08,447.74,Yes
CUST_02816,Female,22,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.47,3254.63,No
CUST_02817,Male,45,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.81,2506.16,No
CUST_02818,Male,56,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,85.9,3115.62,No
CUST_02819,Male,67,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),71.45,4261.97,No
CUST_02820,Male,48,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),58.07,2423.03,Yes
CUST_02821,Female,42,1,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,36.58,39.6,Yes
CUST_02822,Male,18,1,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.22,928.2,Yes
CUST_02823,Female,45,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.43,701.73,No
CUST_02824,Male,46,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,93.34,3392.2,No
CUST_02825,Male,54,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,210.87,Yes
CUST_02826,Female,34,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.39,1243.43,Yes
CUST_02827,Female,38,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.26,1347.31,No
CUST_02828,Male,22,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.91,961.59,No
CUST_02829,Male,18,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,60.86,465.1,Yes
CUST_02830,Male,28,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.16,2114.53,Yes
CUST_02831,Male,21,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.14,583.94,Yes
CUST_02832,Female,50,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.54,730.23,Yes
CUST_02833,Male,37,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.43,1715.05,No
CUST_02834,Male,36,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),68.51,450.15,No
CUST_02835,Male,30,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,38.22,2715.33,Yes
CUST_02836,Female,18,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),21.3,487.09,Yes
CUST_02837,Female,67,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),73.84,4198.97,Yes
CUST_02838,Male,29,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,183.26,No
CUST_02839,Female,38,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,191.58,Yes
CUST_02840,Male,23,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.98,2267.7,No
CUST_02841,Male,59,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.32,1444.07,Yes
CUST_02842,Female,47,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.09,2536.66,No
CUST_02843,Female,32,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.13,1293.53,Yes
CUST_02844,Female,39,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.78,1289.46,No
CUST_02845,Female,70,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,49.45,1990.69,Yes
CUST_02846,Male,43,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.97,3470.09,No
CUST_02847,Female,42,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),43.28,327.43,No
CUST_02848,Male,30,0,No,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.9,1930.26,No
CUST_02849,Female,18,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,557.97,No
CUST_02850,Male,42,1,Yes,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),45.93,2193.03,No
CUST_02851,Female,49,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,38.75,No
CUST_02852,Male,61,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.0,20,No
CUST_02853,Male,18,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,837.9,Yes
CUST_02854,Female,28,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),82.25,2378.96,No
CUST_02855,Male,36,0,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,39.55,1335.45,No
CUST_02856,Male,44,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1319.53,No
CUST_02857,Male,42,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.46,2334.25,Yes
CUST_02858,Male,43,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),56.63,4083.17,No
CUST_02859,Male,51,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,58.92,2818.78,No
CUST_02860,Male,31,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.41,263.49,Yes
CUST_02861,Female,59,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,37.14,345.43,Yes
CUST_02862,Male,51,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,56.17,1891.36,No
CUST_02863,Female,40,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.28,973.28,No
CUST_02864,Female,69,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,58.73,1141.96,Yes
CUST_02865,Male,68,1,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.18,1311.08,Yes
CUST_02866,Female,58,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),79.59,1845.67,No
CUST_02867,Female,18,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),84.9,3093.53,Yes
CUST_02868,Female,68,0,No,No,48,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,50.4,2466.48,No
CUST_02869,Male,56,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,566.18,No
CUST_02870,Male,75,0,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,35.46,1844.95,Yes
CUST_02871,Female,63,1,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.12,2259.34,No
CUST_02872,Female,68,0,No,No,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,72.04,1369.74,Yes
CUST_02873,Female,58,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.38,994.03,Yes
CUST_02874,Male,65,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,45.85,402.27,Yes
CUST_02875,Female,74,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.14,981.86,No
CUST_02876,Male,48,1,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,48.96,770.06,Yes
CUST_02877,Male,21,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,45.41,20,Yes
CUST_02878,Male,40,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.55,737.14,No
CUST_02879,Female,50,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),53.51,1756.75,No
CUST_02880,Male,46,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.62,580.63,Yes
CUST_02881,Male,26,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,59.26,2598.57,Yes
CUST_02882,Female,20,0,No,Yes,44,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.0,2279.17,Yes
CUST_02883,Male,33,0,No,No,45,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,35.39,1594.41,Yes
CUST_02884,Male,57,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,75.75,3266.15,No
CUST_02885,Male,68,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,54.0,2613.86,No
CUST_02886,Female,58,0,No,Yes,12,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.01,590.01,No
CUST_02887,Male,60,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),53.67,997.52,Yes
CUST_02888,Male,43,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,60.67,198.53,Yes
CUST_02889,Female,18,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.3,588.89,Yes
CUST_02890,Female,38,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,1491.21,No
CUST_02891,Male,41,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,73.66,1241.25,Yes
CUST_02892,Female,37,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.22,1578.98,Yes
CUST_02893,Female,45,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,92.7,3285.13,Yes
CUST_02894,Female,51,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),59.86,1258.28,No
CUST_02895,Male,57,0,No,Yes,54,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,45.94,2441.21,No
CUST_02896,Female,40,1,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,40.28,1769.84,Yes
CUST_02897,Female,18,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,64.49,962.52,No
CUST_02898,Male,37,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,80.2,1579.15,No
CUST_02899,Male,45,0,Yes,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),31.69,879.84,Yes
CUST_02900,Male,63,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),69.53,61.61,Yes
CUST_02901,Male,36,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.0,724.49,No
CUST_02902,Female,52,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),38.77,518.11,Yes
CUST_02903,Male,49,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,43.51,2035.01,Yes
CUST_02904,Male,45,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.5,1670.83,Yes
CUST_02905,Female,58,0,No,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.81,273.61,Yes
CUST_02906,Male,35,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,26.32,526.18,No
CUST_02907,Female,36,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.58,1020.64,No
CUST_02908,Male,44,1,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.59,2759.46,No
CUST_02909,Male,35,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),62.86,631.52,Yes
CUST_02910,Male,52,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.96,1246.79,Yes
CUST_02911,Male,34,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,246.75,No
CUST_02912,Male,48,1,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),51.06,130.28,Yes
CUST_02913,Female,43,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.87,1318.59,No
CUST_02914,Female,48,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.9,408.84,Yes
CUST_02915,Male,38,0,Yes,No,42,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.19,2602.52,No
CUST_02916,Female,39,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,147.71,No
CUST_02917,Female,46,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.81,660.58,Yes
CUST_02918,Female,48,1,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.68,1445.93,No
CUST_02919,Male,44,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,34.34,2445.76,No
CUST_02920,Male,70,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),60.08,542.67,No
CUST_02921,Male,30,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.54,425.96,Yes
CUST_02922,Female,44,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,216.39,Yes
CUST_02923,Female,21,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.34,4722.64,No
CUST_02924,Male,50,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.12,1075.41,Yes
CUST_02925,Male,28,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.78,637.98,Yes
CUST_02926,Female,40,1,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,862.4,No
CUST_02927,Female,39,1,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),22.85,648.36,No
